# Program:featureCounts v2.0.1; Command:"featureCounts" "../U16_4.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "U16_4.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../U16_4.bam
random468	HD2_scaffold_1	5764230	5779000	+	14771	2542
random469	HD2_scaffold_6	12393812	12397930	+	4119	711
random470	HD2_scaffold_43	6154	10155	+	4002	883
random471	HD2_scaffold_9	4686195	4690265	+	4071	826
random472	HD2_scaffold_4	6841837	6855549	+	13713	2909
random473	HD2_scaffold_7	5720540	5725042	+	4503	736
random474	HD2_scaffold_8	8612266	8620331	+	8066	1619
random475	HD2_scaffold_1	15208149	15222085	+	13937	2641
random476	HD2_scaffold_3	10939404	10949864	+	10461	1906
random477	HD2_scaffold_3	7536320	7537856	+	1537	361
random478	HD2_scaffold_3	5434477	5441340	+	6864	1453
random479	HD2_scaffold_3	2270235	2277590	+	7356	1506
random480	HD2_scaffold_2	17787864	17798189	+	10326	2052
random481	HD2_scaffold_1	12137857	12145586	+	7730	1703
random482	HD2_scaffold_4	13338602	13344520	+	5919	1088
random483	HD2_scaffold_10	2308004	2312699	+	4696	850
random484	HD2_scaffold_2	7137908	7142029	+	4122	914
random485	HD2_scaffold_10	5177041	5180402	+	3362	635
random486	HD2_scaffold_9	5805136	5809592	+	4457	966
random487	HD2_scaffold_1	14342543	14346716	+	4174	948
random488	HD2_scaffold_5	7606262	7612768	+	6507	1329
random489	HD2_scaffold_5	240894	250083	+	9190	2151
random490	HD2_scaffold_3	14950306	14958009	+	7704	1485
random491	HD2_scaffold_2	7624419	7630320	+	5902	1172
random492	HD2_scaffold_8	1155132	1159487	+	4356	938
random493	HD2_scaffold_1	24309332	24314028	+	4697	964
random494	HD2_scaffold_2	4071427	4075261	+	3835	725
random495	HD2_scaffold_10	4922827	4927813	+	4987	1127
random496	HD2_scaffold_7	1823606	1828801	+	5196	904
random497	HD2_scaffold_4	1867765	1875680	+	7916	1607
random498	HD2_scaffold_5	12849233	12852389	+	3157	722
random499	HD2_scaffold_2	10097694	10102061	+	4368	832
random500	HD2_scaffold_4	5514385	5519733	+	5349	1201
random501	HD2_scaffold_1	9855285	9865298	+	10014	2040
random502	HD2_scaffold_1	15413779	15417486	+	3708	600
random503	HD2_scaffold_10	10044640	10049253	+	4614	938
random504	HD2_scaffold_10	8867519	8871228	+	3710	832
random505	HD2_scaffold_10	5329044	5334061	+	5018	947
random506	HD2_scaffold_2	14885506	14889169	+	3664	799
random507	HD2_scaffold_4	6849178	6852915	+	3738	836
random508	HD2_scaffold_4	6349694	6355480	+	5787	1253
random509	HD2_scaffold_11	2756908	2762172	+	5265	1014
random510	HD2_scaffold_2	17400102	17404210	+	4109	839
random511	HD2_scaffold_4	543826	547984	+	4159	742
random512	HD2_scaffold_6	9553782	9557959	+	4178	862
random513	HD2_scaffold_12	2688241	2691249	+	3009	541
random514	HD2_scaffold_1	17205512	17210342	+	4831	782
random515	HD2_scaffold_6	7536383	7540546	+	4164	866
random516	HD2_scaffold_1	64640	74312	+	9673	1179
random517	HD2_scaffold_10	146539	150978	+	4440	992
random518	HD2_scaffold_9	11538934	11546886	+	7953	726
random519	HD2_scaffold_323	8502	10552	+	2051	494
random520	HD2_scaffold_7	3256351	3260564	+	4214	978
random521	HD2_scaffold_2	12478864	12484620	+	5757	1225
random522	HD2_scaffold_8	6517518	6521011	+	3494	786
random523	HD2_scaffold_3	13391427	13409318	+	17892	3567
random524	HD2_scaffold_2	1748269	1763039	+	14771	2407
random525	HD2_scaffold_4	12611398	12615516	+	4119	728
random526	HD2_scaffold_7	7562963	7566964	+	4002	772
random527	HD2_scaffold_10	11696531	11700601	+	4071	624
random528	HD2_scaffold_5	10498204	10511916	+	13713	2564
random529	HD2_scaffold_4	11212631	11217133	+	4503	920
random530	HD2_scaffold_8	1299207	1307272	+	8066	1522
random531	HD2_scaffold_6	3954899	3968835	+	13937	2753
random532	HD2_scaffold_1	4443381	4453841	+	10461	2266
random533	HD2_scaffold_10	2037238	2038774	+	1537	265
random534	HD2_scaffold_3	4500209	4507072	+	6864	1628
random535	HD2_scaffold_2	10492388	10499743	+	7356	1130
random536	HD2_scaffold_8	5708381	5718706	+	10326	2092
random537	HD2_scaffold_1	28766027	28773756	+	7730	1586
random538	HD2_scaffold_8	1314614	1320532	+	5919	1176
random539	HD2_scaffold_7	2680210	2684905	+	4696	1010
random540	HD2_scaffold_5	5126095	5130216	+	4122	886
random541	HD2_scaffold_2	15128972	15132333	+	3362	744
random542	HD2_scaffold_4	10980422	10984878	+	4457	892
random543	HD2_scaffold_2	5188133	5192306	+	4174	801
random544	HD2_scaffold_5	4388672	4395178	+	6507	1304
random545	HD2_scaffold_5	12973121	12982310	+	9190	1877
random546	HD2_scaffold_2	3616588	3624291	+	7704	1333
random547	HD2_scaffold_3	10483563	10489464	+	5902	1127
random548	HD2_scaffold_11	497137	501492	+	4356	805
random549	HD2_scaffold_8	8797151	8801847	+	4697	717
random550	HD2_scaffold_8	598542	602376	+	3835	821
random551	HD2_scaffold_1	8619140	8624126	+	4987	1056
random552	HD2_scaffold_2	15863389	15868584	+	5196	1109
random553	HD2_scaffold_2	45042	52957	+	7916	1814
random554	HD2_scaffold_4	7115978	7119134	+	3157	662
random555	HD2_scaffold_1	25957404	25961771	+	4368	875
random556	HD2_scaffold_1	26572430	26577778	+	5349	1054
random557	HD2_scaffold_6	13215760	13225773	+	10014	1884
random558	HD2_scaffold_5	11105383	11109090	+	3708	710
random559	HD2_scaffold_1	1917389	1922002	+	4614	693
random560	HD2_scaffold_4	1318544	1322253	+	3710	758
random561	HD2_scaffold_1	16557019	16562036	+	5018	895
random562	HD2_scaffold_2	5907844	5911507	+	3664	824
random563	HD2_scaffold_5	13321049	13324786	+	3738	709
random564	HD2_scaffold_217	7420	13206	+	5787	2702
random565	HD2_scaffold_8	5328386	5333650	+	5265	1060
random566	HD2_scaffold_11	5504555	5508663	+	4109	643
random567	HD2_scaffold_474	2570	6728	+	4159	891
random568	HD2_scaffold_4	3384932	3389109	+	4178	891
random569	HD2_scaffold_6	5506548	5509556	+	3009	707
random570	HD2_scaffold_11	6357546	6362376	+	4831	923
random571	HD2_scaffold_10	3568835	3572998	+	4164	1357
random572	HD2_scaffold_1	8122457	8132129	+	9673	1964
random573	HD2_scaffold_2	7035942	7040381	+	4440	1011
random574	HD2_scaffold_1	23631536	23639488	+	7953	1740
random575	HD2_scaffold_6	1730881	1732931	+	2051	339
random576	HD2_scaffold_4	3145871	3150084	+	4214	839
random577	HD2_scaffold_3	18715311	18721067	+	5757	1270
random578	HD2_scaffold_5	3976741	3980234	+	3494	686
random579	HD2_scaffold_6	13208904	13226795	+	17892	3525
random580	HD2_scaffold_4	11141350	11156120	+	14771	3059
random581	HD2_scaffold_1	8104980	8109098	+	4119	836
random582	HD2_scaffold_1	7980686	7984687	+	4002	787
random583	HD2_scaffold_7	4501178	4505248	+	4071	833
random584	HD2_scaffold_3	10161243	10174955	+	13713	2526
random585	HD2_scaffold_3	10638048	10642550	+	4503	968
random586	HD2_scaffold_6	208312	216377	+	8066	1009
random587	HD2_scaffold_10	9831695	9845631	+	13937	2569
random588	HD2_scaffold_4	13309550	13320010	+	10461	1802
random589	HD2_scaffold_4	9432212	9433748	+	1537	353
random590	HD2_scaffold_444	255	7118	+	6864	2612
random591	HD2_scaffold_3	3383920	3391275	+	7356	1525
random592	HD2_scaffold_9	9506344	9516669	+	10326	1970
random593	HD2_scaffold_2	17549129	17556858	+	7730	1569
random594	HD2_scaffold_1	7849705	7855623	+	5919	1246
random595	HD2_scaffold_10	3759978	3764673	+	4696	920
random596	HD2_scaffold_1	19156937	19161058	+	4122	846
random597	HD2_scaffold_9	7892870	7896231	+	3362	693
random598	HD2_scaffold_2	12439961	12444417	+	4457	952
random599	HD2_scaffold_4	7403923	7408096	+	4174	797
random600	HD2_scaffold_10	953655	960161	+	6507	1208
random601	HD2_scaffold_9	11835113	11844302	+	9190	1738
random602	HD2_scaffold_8	5566350	5574053	+	7704	1556
random603	HD2_scaffold_9	7756734	7762635	+	5902	1136
random604	HD2_scaffold_7	7114456	7118811	+	4356	873
random605	HD2_scaffold_8	3410498	3415194	+	4697	988
random606	HD2_scaffold_1	5730532	5734366	+	3835	690
random607	HD2_scaffold_3	8976883	8981869	+	4987	987
random608	HD2_scaffold_2	20551365	20556560	+	5196	1129
random609	HD2_scaffold_1	2904938	2912853	+	7916	1496
random610	HD2_scaffold_5	7855646	7858802	+	3157	684
random611	HD2_scaffold_7	3945957	3950324	+	4368	930
random612	HD2_scaffold_9	11880834	11886182	+	5349	1214
random613	HD2_scaffold_2	5290384	5300397	+	10014	2104
random614	HD2_scaffold_5	14507443	14511150	+	3708	504
random615	HD2_scaffold_5	2352671	2357284	+	4614	1029
random616	HD2_scaffold_3	11980198	11983907	+	3710	756
random617	HD2_scaffold_7	5388770	5393787	+	5018	996
random618	HD2_scaffold_6	8421882	8425545	+	3664	826
random619	HD2_scaffold_2	11601392	11605129	+	3738	692
random620	HD2_scaffold_155	8035	13821	+	5787	1397
random621	HD2_scaffold_1	17553163	17558427	+	5265	1069
random622	HD2_scaffold_2	21390975	21395083	+	4109	795
random623	HD2_scaffold_4	781461	785619	+	4159	730
random624	HD2_scaffold_8	1854437	1858614	+	4178	838
random625	HD2_scaffold_3	15352301	15355309	+	3009	641
random626	HD2_scaffold_8	7022287	7027117	+	4831	891
random627	HD2_scaffold_2	13547953	13552116	+	4164	882
random628	HD2_scaffold_1	4520642	4530314	+	9673	1674
random629	HD2_scaffold_10	705250	709689	+	4440	907
random630	HD2_scaffold_7	3974172	3982124	+	7953	1741
random631	HD2_scaffold_8	1829857	1831907	+	2051	435
random632	HD2_scaffold_195	12039	16252	+	4214	776
random633	HD2_scaffold_5	603930	609686	+	5757	1141
random634	HD2_scaffold_5	4672131	4675624	+	3494	704
random635	HD2_scaffold_6	5618318	5636209	+	17892	4041
random636	HD2_scaffold_2	13660290	13675060	+	14771	3233
random637	HD2_scaffold_8	9276985	9281103	+	4119	662
random638	HD2_scaffold_5	13967611	13971612	+	4002	666
random639	HD2_scaffold_1	11700117	11704187	+	4071	921
random640	HD2_scaffold_7	14288576	14302288	+	13713	2457
random641	HD2_scaffold_10	3746823	3751325	+	4503	851
random642	HD2_scaffold_6	7396048	7404113	+	8066	1770
random643	HD2_scaffold_3	16108624	16122560	+	13937	2950
random644	HD2_scaffold_7	1712471	1722931	+	10461	1593
random645	HD2_scaffold_10	7859333	7860869	+	1537	323
random646	HD2_scaffold_3	16294482	16301345	+	6864	1502
random647	HD2_scaffold_5	12273327	12280682	+	7356	1427
random648	HD2_scaffold_5	1420137	1430462	+	10326	1988
random649	HD2_scaffold_1	20947572	20955301	+	7730	1656
random650	HD2_scaffold_4	10083225	10089143	+	5919	1246
random651	HD2_scaffold_5	1715842	1720537	+	4696	971
random652	HD2_scaffold_4	7591665	7595786	+	4122	901
random653	HD2_scaffold_4	3407896	3411257	+	3362	720
random654	HD2_scaffold_11	7007351	7011807	+	4457	292
random655	HD2_scaffold_3	2661357	2665530	+	4174	964
random656	HD2_scaffold_1	18618120	18624626	+	6507	1309
random657	HD2_scaffold_3	844128	853317	+	9190	2034
random658	HD2_scaffold_1	25776904	25784607	+	7704	1584
random659	HD2_scaffold_10	5368544	5374445	+	5902	1262
random660	HD2_scaffold_8	7993608	7997963	+	4356	1000
random661	HD2_scaffold_3	9500003	9504699	+	4697	1084
random662	HD2_scaffold_6	3573874	3577708	+	3835	562
random663	HD2_scaffold_10	6309350	6314336	+	4987	1049
random664	HD2_scaffold_7	13341987	13347182	+	5196	961
random665	HD2_scaffold_3	3023484	3031399	+	7916	1651
random666	HD2_scaffold_1	7121443	7124599	+	3157	608
random667	HD2_scaffold_9	5776934	5781301	+	4368	940
random668	HD2_scaffold_7	5053224	5058572	+	5349	1042
random669	HD2_scaffold_10	3326783	3336796	+	10014	1948
random670	HD2_scaffold_11	5990829	5994536	+	3708	714
random671	HD2_scaffold_2	13773276	13777889	+	4614	980
random672	HD2_scaffold_9	5611918	5615627	+	3710	732
random673	HD2_scaffold_1	29003582	29008599	+	5018	413
random674	HD2_scaffold_10	1784268	1787931	+	3664	586
random675	HD2_scaffold_4	5043119	5046856	+	3738	781
random676	HD2_scaffold_7	5873546	5879332	+	5787	1100
random677	HD2_scaffold_10	10846933	10852197	+	5265	1067
random678	HD2_scaffold_9	4166643	4170751	+	4109	827
random679	HD2_scaffold_7	10751041	10755199	+	4159	820
random680	HD2_scaffold_7	7273982	7278159	+	4178	842
random681	HD2_scaffold_8	7334671	7337679	+	3009	500
random682	HD2_scaffold_6	13302748	13307578	+	4831	1088
random683	HD2_scaffold_7	6979856	6984019	+	4164	948
random684	HD2_scaffold_11	3652351	3662023	+	9673	1807
random685	HD2_scaffold_12	3031915	3036354	+	4440	839
random686	HD2_scaffold_2	21172454	21180406	+	7953	1596
random687	HD2_scaffold_5	9056306	9058356	+	2051	427
random688	HD2_scaffold_10	8670802	8675015	+	4214	868
random689	HD2_scaffold_11	6896898	6902654	+	5757	996
random690	HD2_scaffold_11	6853103	6856596	+	3494	617
random691	HD2_scaffold_12	4743744	4761635	+	17892	2471
random692	HD2_scaffold_11	5910741	5925511	+	14771	2776
random693	HD2_scaffold_1	4757840	4761958	+	4119	720
random694	HD2_scaffold_12	1306839	1310840	+	4002	715
random695	HD2_scaffold_5	614539	618609	+	4071	819
random696	HD2_scaffold_106	1005	14717	+	13713	2212
random697	HD2_scaffold_6	6910977	6915479	+	4503	893
random698	HD2_scaffold_290	613	8678	+	8066	1406
random699	HD2_scaffold_4	9667167	9681103	+	13937	2831
random700	HD2_scaffold_10	3162506	3172966	+	10461	1974
random701	HD2_scaffold_135	21280	22816	+	1537	275
random702	HD2_scaffold_1	18682291	18689154	+	6864	1248
random703	HD2_scaffold_4	5600950	5608305	+	7356	1564
random704	HD2_scaffold_12	4270470	4280795	+	10326	1951
random705	HD2_scaffold_4	10559994	10567723	+	7730	1710
random706	HD2_scaffold_2	10850304	10856222	+	5919	1249
random707	HD2_scaffold_4	9942706	9947401	+	4696	1076
random708	HD2_scaffold_8	7035718	7039839	+	4122	854
random709	HD2_scaffold_10	9269387	9272748	+	3362	770
random710	HD2_scaffold_7	4671879	4676335	+	4457	950
random711	HD2_scaffold_6	10409919	10414092	+	4174	719
random712	HD2_scaffold_1	24233320	24239826	+	6507	1345
random713	HD2_scaffold_8	3804354	3813543	+	9190	1973
random714	HD2_scaffold_4	306419	314122	+	7704	1414
random715	HD2_scaffold_5	13921875	13927776	+	5902	810
random716	HD2_scaffold_5	5792903	5797258	+	4356	920
random717	HD2_scaffold_2	7264744	7269440	+	4697	875
random718	HD2_scaffold_4	5453912	5457746	+	3835	717
random719	HD2_scaffold_1	24069151	24074137	+	4987	1046
random720	HD2_scaffold_4	10229625	10234820	+	5196	1111
random721	HD2_scaffold_9	9869354	9877269	+	7916	1665
random722	HD2_scaffold_3	2484717	2487873	+	3157	639
random723	HD2_scaffold_6	6008862	6013229	+	4368	935
random724	HD2_scaffold_6	7365255	7370603	+	5349	1180
random725	HD2_scaffold_2	14361103	14371116	+	10014	2064
random726	HD2_scaffold_5	14009565	14013272	+	3708	684
random727	HD2_scaffold_5	13258626	13263239	+	4614	944
random728	HD2_scaffold_12	4943383	4947092	+	3710	459
random729	HD2_scaffold_4	12746597	12751614	+	5018	1107
random730	HD2_scaffold_1	3428451	3432114	+	3664	698
random731	HD2_scaffold_10	8839787	8843524	+	3738	807
random732	HD2_scaffold_2	19957823	19963609	+	5787	1327
random733	HD2_scaffold_4	2137547	2142811	+	5265	1156
random734	HD2_scaffold_5	7564317	7568425	+	4109	900
random735	HD2_scaffold_3	9183384	9187542	+	4159	711
random736	HD2_scaffold_7	10402893	10407070	+	4178	926
random737	HD2_scaffold_1	27878492	27881500	+	3009	701
random738	HD2_scaffold_2	3703395	3708225	+	4831	888
random739	HD2_scaffold_4	1648861	1653024	+	4164	780
random740	HD2_scaffold_7	2377534	2387206	+	9673	1848
random741	HD2_scaffold_5	8532745	8537184	+	4440	1016
random742	HD2_scaffold_10	11483609	11491561	+	7953	1361
random743	HD2_scaffold_5	14760275	14762325	+	2051	305
random744	HD2_scaffold_9	3937046	3941259	+	4214	877
random745	HD2_scaffold_4	1814570	1820326	+	5757	1046
random746	HD2_scaffold_3	6444979	6448472	+	3494	821
random747	HD2_scaffold_3	3304977	3322868	+	17892	3819
random748	HD2_scaffold_3	932848	947618	+	14771	2902
random749	HD2_scaffold_4	13153492	13157610	+	4119	793
random750	HD2_scaffold_4	13156590	13160591	+	4002	676
random751	HD2_scaffold_2	9668113	9672183	+	4071	689
random752	HD2_scaffold_2	3720044	3733756	+	13713	2234
random753	HD2_scaffold_4	13640026	13644528	+	4503	1017
random754	HD2_scaffold_1	18107325	18115390	+	8066	1667
random755	HD2_scaffold_1	25371569	25385505	+	13937	2307
random756	HD2_scaffold_7	9759144	9769604	+	10461	2054
random757	HD2_scaffold_4	14106348	14107884	+	1537	222
random758	HD2_scaffold_10	8343364	8350227	+	6864	1427
random759	HD2_scaffold_9	11041723	11049078	+	7356	1027
random760	HD2_scaffold_11	5758742	5769067	+	10326	2165
random761	HD2_scaffold_5	1501518	1509247	+	7730	1755
random762	HD2_scaffold_7	12943846	12949764	+	5919	1073
random763	HD2_scaffold_1	12869158	12873853	+	4696	934
random764	HD2_scaffold_508	1453	5574	+	4122	873
random765	HD2_scaffold_7	11698652	11702013	+	3362	594
random766	HD2_scaffold_71	31643	36099	+	4457	905
random767	HD2_scaffold_4	10282733	10286906	+	4174	885
random768	HD2_scaffold_6	12913196	12919702	+	6507	1341
random769	HD2_scaffold_4	2248417	2257606	+	9190	1999
random770	HD2_scaffold_8	240806	248509	+	7704	1563
random771	HD2_scaffold_1	6637763	6643664	+	5902	1139
random772	HD2_scaffold_7	8777305	8781660	+	4356	927
random773	HD2_scaffold_5	11674431	11679127	+	4697	953
random774	HD2_scaffold_12	5529719	5533553	+	3835	437
random775	HD2_scaffold_7	9397357	9402343	+	4987	975
random776	HD2_scaffold_5	11939583	11944778	+	5196	1196
random777	HD2_scaffold_2	14700223	14708138	+	7916	1659
random778	HD2_scaffold_2	567097	570253	+	3157	476
random779	HD2_scaffold_3	12883236	12887603	+	4368	896
random780	HD2_scaffold_7	7826853	7832201	+	5349	1197
random781	HD2_scaffold_7	4822056	4832069	+	10014	1911
random782	HD2_scaffold_15	13837	17544	+	3708	381
random783	HD2_scaffold_7	7612042	7616655	+	4614	1068
random784	HD2_scaffold_1	16713247	16716956	+	3710	788
random785	HD2_scaffold_9	3688713	3693730	+	5018	1015
random786	HD2_scaffold_7	2438214	2441877	+	3664	783
random787	HD2_scaffold_5	5265141	5268878	+	3738	799
random788	HD2_scaffold_11	2623152	2628938	+	5787	876
random789	HD2_scaffold_3	20700353	20705617	+	5265	1168
random790	HD2_scaffold_1	9488824	9492932	+	4109	843
random791	HD2_scaffold_6	6088922	6093080	+	4159	895
random792	HD2_scaffold_3	18435731	18439908	+	4178	808
random793	HD2_scaffold_7	2717788	2720796	+	3009	528
random794	HD2_scaffold_12	3844327	3849157	+	4831	869
random795	HD2_scaffold_2	7426743	7430906	+	4164	849
random796	HD2_scaffold_1	25512537	25522209	+	9673	1956
random797	HD2_scaffold_3	1078639	1083078	+	4440	915
random798	HD2_scaffold_5	14701813	14709765	+	7953	1058
random799	HD2_scaffold_1	16379468	16381518	+	2051	466
random800	HD2_scaffold_2	11843323	11847536	+	4214	859
random801	HD2_scaffold_1	4673115	4678871	+	5757	1115
random802	HD2_scaffold_12	2918971	2922464	+	3494	737
random803	HD2_scaffold_2	752564	770455	+	17892	2647
random804	HD2_scaffold_2	4805497	4820267	+	14771	2873
random805	HD2_scaffold_1	26934241	26938359	+	4119	1187
random806	HD2_scaffold_5	10791343	10795344	+	4002	882
random807	HD2_scaffold_8	8541273	8545343	+	4071	738
random808	HD2_scaffold_10	11535147	11548859	+	13713	1758
random809	HD2_scaffold_3	20083888	20088390	+	4503	811
random810	HD2_scaffold_10	7315115	7323180	+	8066	1611
random811	HD2_scaffold_7	3197501	3211437	+	13937	3169
random812	HD2_scaffold_5	12400112	12410572	+	10461	2202
random813	HD2_scaffold_2	14748850	14750386	+	1537	328
random814	HD2_scaffold_10	686440	693303	+	6864	1218
random815	HD2_scaffold_9	8353446	8360801	+	7356	1395
random816	HD2_scaffold_6	3119318	3129643	+	10326	1868
random817	HD2_scaffold_4	4494762	4502491	+	7730	1726
random818	HD2_scaffold_12	6360805	6366723	+	5919	1077
random819	HD2_scaffold_12	1943013	1947708	+	4696	739
random820	HD2_scaffold_2	15110839	15114960	+	4122	863
random821	HD2_scaffold_4	6673733	6677094	+	3362	722
random822	HD2_scaffold_10	11101677	11106133	+	4457	915
random823	HD2_scaffold_9	778599	782772	+	4174	788
random824	HD2_scaffold_4	7331772	7338278	+	6507	1275
random825	HD2_scaffold_11	5041772	5050961	+	9190	1375
random826	HD2_scaffold_4	15805458	15813161	+	7704	1718
random827	HD2_scaffold_3	20801879	20807780	+	5902	1420
random828	HD2_scaffold_4	10982023	10986378	+	4356	858
random829	HD2_scaffold_8	1676843	1681539	+	4697	1064
random830	HD2_scaffold_10	2976497	2980331	+	3835	639
random831	HD2_scaffold_4	5593374	5598360	+	4987	965
random832	HD2_scaffold_3	4217750	4222945	+	5196	1099
random833	HD2_scaffold_12	2122768	2130683	+	7916	1416
random834	HD2_scaffold_2	14163676	14166832	+	3157	603
random835	HD2_scaffold_9	1041024	1045391	+	4368	902
random836	HD2_scaffold_1	23659745	23665093	+	5349	1155
random837	HD2_scaffold_1	24819587	24829600	+	10014	2178
random838	HD2_scaffold_1	18793206	18796913	+	3708	648
random839	HD2_scaffold_4	538104	542717	+	4614	805
random840	HD2_scaffold_4	12392012	12395721	+	3710	799
random841	HD2_scaffold_1	26362082	26367099	+	5018	873
random842	HD2_scaffold_2	7711237	7714900	+	3664	751
random843	HD2_scaffold_9	11111652	11115389	+	3738	219
random844	HD2_scaffold_2	10838638	10844424	+	5787	1219
random845	HD2_scaffold_6	11213455	11218719	+	5265	1056
random846	HD2_scaffold_4	11086192	11090300	+	4109	818
random847	HD2_scaffold_10	11693750	11697908	+	4159	626
